作品Id,专辑名,作者,urlId,专辑链接,标签,作者主页链接,播放量,专辑集数,专辑描述,是否付费,价格,排名
18982940,马未都《国宝100》,超级制作,renwen/18982940/,https://www.ximalaya.com/renwen/18982940/,人文,https://www.ximalaya.com/zhubo/91044493/,2576811,26,                                                   ...,True,199.00喜点,21
15828621,《剑来》下·烽火戏诸侯,大斌,youshengshu/15828621/,https://www.ximalaya.com/youshengshu/15828621/,有声书,https://www.ximalaya.com/zhubo/2342717/,18445310,394,长篇仙侠玄幻小说《剑来》下部，重燃热血传奇！ 烽火戏诸侯、大斌再次携手 继《雪...,True,0.15喜点/集,22
11103503,不一样的新概念英语【第1辑】,有来学,waiyu/11103503/,https://www.ximalaya.com/waiyu/11103503/,外语,https://www.ximalaya.com/zhubo/81955061/,3583952,177,添加【微信好友：xingainian1901】进行课程咨询、报名和领取讲义，还可以进入班级...,True,299.00喜点,23
11435917,米小圈上学记·四年级,米小圈,ertong/11435917/,https://www.ximalaya.com/ertong/11435917/,儿童,https://www.ximalaya.com/zhubo/68394601/,26320128,69,人手一册，小学生为何如此喜欢米小圈？口口相传，家长圈力荐的作品有什么魔力？因...,True,69.00喜点,24
15873492,《超级惊悚直播（付费版）》紫襟故事,有声的紫襟,youshengshu/15873492/,https://www.ximalaya.com/youshengshu/15873492/,有声书,https://www.ximalaya.com/zhubo/1266964/,65801208,829,【内容简介】 “欢迎大家来到超级惊悚直播间，在开启今天的直播之前，我必须要告诉你们，本直播只有三类人能够看到：身上阴气很重的人，七天之内将死之人，至于第三种，我不便细说，只能给你们一个忠告——小心,True,0.15喜点/集,25
19599515,樊登：可复制的领导力,樊登读书会,jiaoyu/19599515/,https://www.ximalaya.com/jiaoyu/19599515/,教育培训,https://www.ximalaya.com/zhubo/15874143/,344484,18,什么是领导力领导力是否由天生的基因决定？领导力对于普通人是否遥不可及？在樊登...,True,199.00喜点,26
14520718,易中天说禅,易中天,renwen/14520718/,https://www.ximalaya.com/renwen/14520718/,人文,https://www.ximalaya.com/zhubo/1000482/,15528847,20,你是否对未知的未来感到恐惧？ 对当下感到焦虑？觉得人生苦短，生命无常？ 禅教人专注空明觉察的心灵，在日常一呼一吸的修行中获得解脱的、自由的、美好的生活体验。 什么是禅？ 禅是中国文化中最玄妙,True,39.00喜点,27
10653646,张其成讲《易经》,张其成,renwen/10653646/,https://www.ximalaya.com/renwen/10653646/,人文,https://www.ximalaya.com/zhubo/83317519/,16638121,124,凝聚三十余年研究精华和成果，张其成教授开讲《易经》，揭示其中蕴藏的中华文明基...,True,199.00喜点,28
16241343,高智商犯罪《死神的哈士奇》紫襟故事,有声的紫襟,youshengshu/16241343/,https://www.ximalaya.com/youshengshu/16241343/,有声书,https://www.ximalaya.com/zhubo/1266964/,26726456,495,【内容简介】 有些人喜欢分享成功，有些人喜欢分享心情，可我认识一个人，他分享的是死亡！ 我追查了他七年，甚至连他名字都不知道，亦如他在笔记中写下的独白。 我是暗夜的行者，拿着死神的镰刀，收,True,0.20喜点/集,29
15839338,德云社高清相声现场,郭德纲相声,xiangsheng/15839338/,https://www.ximalaya.com/xiangsheng/15839338/,相声评书,https://www.ximalaya.com/zhubo/1000202/,3430322,30,听德云社是一种生活方式，为我们带来无穷欢乐，这是一件多么惬意的事儿~ 为了回馈粉丝的厚爱，我们从德云社历年成千上万条演出作品中，精挑细选出这一套尊享版高清专辑，无论是内容和音质，都为了让挑剔的你更,True,,30
19061032,每天听见吴晓波·第三季,吴晓波频道,shangye/19061032/,https://www.ximalaya.com/shangye/19061032/,商业财经,https://www.ximalaya.com/zhubo/12495477/,5261587,49,复杂的商业世界，听吴晓波就够了。《每天听见吴晓波·第三季》重磅上线！在这里，...,True,180.00喜点,31
10419197,官途,鸿达以太,youshengshu/10419197/,https://www.ximalaya.com/youshengshu/10419197/,有声书,https://www.ximalaya.com/zhubo/78284950/,49312288,1332,内容简介：刘飞是北大的高材生，因为神秘的身世走上为官途，但宦海生涯，博大精深，危机四伏，始终以民为本的刘飞面对各路官场高手，谈笑风生，淡定自若，轻描淡写之间，各路腐败分子谈刘色变，实实在在的保证了国家,True,0.15喜点/集,32
20425866,每日外刊精读【2019-2020版】,教书匠小夏,waiyu/20425866/,https://www.ximalaya.com/waiyu/20425866/,外语,https://www.ximalaya.com/zhubo/23508288/,2799,34,《每日外刊精读》由友邻优课名师团队打造，始于2015年，历时3年打磨，主讲团队积累了1000篇15000分钟的讲解经验。从周一到周日，每天一位名师，精讲一篇外刊，把“生肉”般的英语短文吃透、嚼碎说给你,True,499.00喜点,33
16968633,《女神的贴身高手》（头陀渊）付费版,头陀渊讲故事,youshengshu/16968633/,https://www.ximalaya.com/youshengshu/16968633/,有声书,https://www.ximalaya.com/zhubo/10778196/,12468787,761,【强烈推荐】 ● 男女双播，独一无二都市爆笑修仙！ ● 超级大IP，亿万点击！曾用名《绝世高手》。 ●主播【头陀渊】【小桃红】为你倾力奉献。 ●付费快更版，每天至少更新5集。,True,0.15喜点/集,34
15385624,觅仙路(最类似凡人修仙传的书),主播邪月,youshengshu/15385624/,https://www.ximalaya.com/youshengshu/15385624/,有声书,https://www.ximalaya.com/zhubo/20590280/,3525610,648,【内容简介】 一介书生，无意中来到异界，从此踏上修仙路，成为一名资质普通但向道之心甚坚的修仙者。修仙路上，奇遇多多，危险重重；周围人物繁杂种种，时而阴险毒辣，时而真挚多情…… 【作者/,True,0.40喜点/集,35
